packet_size,transmission_time,latency,jitter,packet_loss,network_load,throughput,bandwidth_usage,encryption_time,decryption_time,key_size,block_size,cpu_usage,memory_usage,encryption_strength,error_rate,integrity_check_time,retransmission_count,packet_order,traffic_type
905,12.10978876,31.72040446,5.865769552,3.697551166,59.30959449,284.7446395,66.17619832,5.535751469,4.855212303,192,128,55.85110051,891.6197266,4,1.087690947,1.444888634,3,0,0
485,19.69898505,40.51348394,6.921099851,3.918191511,28.68956788,27.02949724,34.51717457,3.764408963,9.049518248,192,64,38.93639244,792.5964144,1,1.480538896,0.3199780693,3,1,0
1315,7.313586888,24.9834586,5.713422022,1.509195601,53.39151714,885.8350596,79.09720598,1.587833466,6.687014713,256,64,38.07184607,983.454069,1,0.9944605479,2.315158477,1,1,0
1055,21.22529533,21.14531146,6.86756501,2.562166163,27.77657656,886.132999,74.19263038,1.001964562,1.033713417,128,64,65.01674022,225.1678042,3,0.8208050994,4.999005853,0,1,0
376,40.31536213,95.5008304,0.1281373213,3.104825481,21.75384217,209.9730707,51.72040659,3.970792055,8.206399473,256,32,47.09114869,300.2680475,3,0.08503600991,4.084371801,4,1,0
1284,24.47443309,91.93363867,9.315891629,4.097403609,55.85079477,163.7093559,51.80901922,0.9497667132,9.386314509,128,16,70.16750758,585.3407187,10,0.04586433751,2.894286214,1,0,0
559,1.882004358,5.652257599,1.198110286,3.806943326,88.19794226,547.7454716,74.0759579,1.489961157,8.37951318,128,128,41.85385781,312.2935321,1,1.91464439,1.028250161,0,0,0
1437,21.65075804,34.54248914,4.12186605,4.939876605,28.95466793,631.1227495,58.16868851,1.851826999,7.411643434,128,64,22.06907084,131.0948032,8,1.286488115,0.6757746846,3,0,0
121,2.331575788,41.10970681,7.733279865,0.04042338265,38.42689195,957.5850149,52.20130471,0.5181992087,1.92614376,128,128,46.9078021,462.0594485,4,1.650507597,4.208897643,4,0,0
352,48.34592712,24.66243893,4.408784108,2.187447204,30.52585808,377.9711082,64.94891142,1.955896051,3.815498976,256,16,86.08100115,358.8802607,4,0.9608767644,3.959766287,2,1,0
847,7.245244012,63.2584168,9.473741262,1.280222432,31.31678573,618.5821425,34.10582692,5.984147464,5.870225439,256,128,74.12197033,337.3847611,6,0.5231619923,2.364723969,1,1,0
956,35.67672799,64.39769392,4.72913059,0.5994669357,42.33537073,878.3028648,72.70264518,8.28546966,1.230177404,192,128,26.45994041,957.8555353,9,0.5890755595,2.164907465,3,0,0
574,48.66603982,85.1999186,8.761900115,4.557576641,66.14844085,450.503832,51.88491442,2.337584614,1.509567034,128,64,41.30404013,314.6087046,9,0.08698323701,3.768496667,2,1,0
1182,41.47591353,74.34605757,8.127198322,4.98981033,13.10436192,123.2234054,56.2099577,1.268289737,9.375412259,256,128,84.22336762,216.4893141,8,1.581767033,2.726584481,0,0,0
610,35.26645338,54.71475937,9.811764398,0.9029810395,86.56993565,378.0698385,25.39663228,7.430384885,7.175566336,128,64,19.8959247,212.7873321,1,1.163141561,2.080429333,4,1,0
799,42.13358457,65.70509023,9.272823029,0.192166964,13.70239036,137.4303598,38.57053753,0.5775457588,3.113326937,128,16,30.31601935,825.6916661,10,0.9616035538,1.333432195,3,1,0
1075,49.10813597,28.12488937,8.991425964,1.375272238,80.50025456,17.62282474,45.6041202,7.474539969,3.609922943,192,64,30.97781167,743.3632671,10,1.704594089,0.700561174,3,0,0
289,31.44588037,59.71256281,7.342882971,4.17430959,81.5502479,751.8015033,44.83457141,1.745613741,4.152078391,192,128,55.67463005,216.537576,2,0.8896900553,3.014488011,4,1,0
1057,28.40005553,49.43349822,3.733281658,1.469450416,51.95913501,239.1852768,66.69706197,2.66870809,1.213177279,256,16,42.85866558,297.777807,3,1.8958603,4.147639354,3,1,0
786,31.78366741,14.20110226,1.150641644,0.2845074025,20.95974629,3.005038793,36.93934385,1.640664153,7.522181488,256,32,16.38965392,772.6087076,5,0.02647305876,3.756297252,3,0,0
1057,27.10111845,25.01188338,6.917586017,0.2624609198,55.21167764,872.5599252,30.92655574,2.849712492,2.179923115,192,32,60.33451637,347.1547581,5,1.969232722,3.511960417,0,0,0
662,32.11936619,29.87765162,9.788675405,2.137114012,60.29057279,444.3450497,54.95703509,8.082671415,8.148640236,256,16,17.92622916,983.3878676,10,1.631767065,4.651375335,1,0,0
1367,23.04226819,92.50664714,7.29338393,4.659128615,78.62071662,239.6210198,56.9008915,1.759168999,8.535788083,256,16,58.51319456,586.51306,8,0.7098784044,2.033132039,2,1,0
931,11.70371596,23.8082773,9.294420756,1.429602208,54.07163006,263.5271824,27.29499843,9.944573507,6.565124686,192,128,50.56067042,272.8071734,2,1.19072712,0.772366079,4,1,0
1254,6.892114099,29.63514638,8.062616658,2.135788404,42.85675167,241.2973554,20.14811018,3.607428873,7.813621962,128,32,49.49349286,872.9276091,2,1.729210024,0.5995506056,2,1,0
746,4.348705841,37.56605888,1.714835284,0.5096690269,77.06329551,195.361605,75.0589448,9.258697192,2.132434084,128,16,15.39969962,387.5279913,8,0.9631967062,4.779559173,4,0,0
120,13.9024734,66.71053112,2.567117329,2.467863966,88.47614379,841.3849983,24.77821983,2.305314258,5.971420335,192,32,61.13763575,359.9266196,1,0.102099424,2.985924658,4,1,0
940,3.260054652,12.70560085,3.484469457,3.482735321,61.60825641,171.1613027,73.87201592,2.285026439,6.929593487,128,32,44.50562069,394.6971101,9,1.807392164,4.072886884,3,0,0
266,28.79136822,95.44057604,1.765778399,1.355751806,79.95096298,562.2928292,43.95289246,5.870688989,6.784825518,128,128,42.88848978,791.3775234,2,1.034032494,2.724243285,0,1,0
1397,14.9075939,86.69155079,5.858348193,1.483556543,57.89880903,78.24292443,59.18335448,0.9807008066,1.614253838,192,16,57.71611171,255.8916547,5,1.090314482,2.052622543,4,1,0
487,41.4022056,58.14439123,9.756960189,4.209875127,65.18303931,949.5718548,31.13688144,8.109527528,3.771633394,256,64,58.4998448,443.6072022,3,0.0274363534,1.081321289,2,1,0
700,4.637802776,67.72974888,7.638442451,0.05181861174,65.0533694,603.7105905,69.43502167,4.676344881,3.587856454,192,16,11.20266366,127.7494955,5,0.2001321399,4.29640089,1,0,0
415,12.09122322,2.649386653,4.291528816,3.182353543,66.38295895,903.2493587,30.81160321,7.142366497,5.93900529,192,32,20.0180721,843.9639556,8,1.554795691,0.4112246627,2,1,0
113,36.78206121,34.55553276,0.1445943617,1.969423175,35.68107551,398.4799017,43.1905489,2.159005933,7.769752724,128,64,28.92145767,406.6468897,8,0.8698986973,4.511141076,0,1,0
341,30.34160652,79.77036284,3.20143251,1.491902568,56.0529117,810.8613847,34.28154677,6.602394832,5.920608479,192,64,64.23818667,323.3556278,6,1.996116626,1.104562617,1,0,0
876,4.160072291,8.670814405,5.314916948,3.287969161,57.53084672,853.800825,70.25035746,6.143671216,7.670860667,128,32,56.13929016,621.9039181,9,1.391355351,0.146702125,3,1,0
1469,43.9847334,28.94906959,3.310083651,4.173342609,35.20573014,703.2463419,71.50014882,7.678781893,1.440192169,192,64,70.61033059,734.4926954,7,1.899202289,0.6090958641,2,1,0
664,43.98582638,58.94438601,1.199245738,2.791960582,37.98818942,93.85451899,42.32173336,3.32531228,8.842317563,256,64,69.24862444,831.6064335,2,0.5587042555,4.42919269,2,1,0
997,17.18999219,26.38488974,4.483373073,0.1554731097,70.9797412,17.06400632,38.44270826,9.365072962,5.597862159,128,16,78.25462954,413.0064509,1,0.3523071301,0.4611651682,4,0,0
1463,17.67988632,93.46381944,2.607202888,2.307005954,56.61790725,169.3911124,66.41392251,9.632360159,0.8562372744,192,32,40.1451889,831.0707651,8,0.753178851,1.840678875,4,1,0
191,49.46238956,13.97480445,9.101400527,2.313799704,21.93689184,118.9786602,72.71071831,8.747174307,6.610523529,128,128,37.60510929,518.3929003,1,0.529537091,1.326551198,1,1,0
1490,31.68263241,79.94204143,1.107369832,2.718992474,77.01095909,725.4125265,57.44119965,5.934320779,5.41479828,192,64,76.48123224,191.0280408,8,1.226731361,0.2805877952,3,0,0
1055,27.03450951,51.2869205,0.5866110244,3.354794505,80.64914297,557.4498139,75.64422054,4.492738571,2.593510904,192,32,29.00812271,861.6767344,9,1.488884092,2.704187584,4,0,0
608,42.06945699,75.28274681,0.1526102746,0.09659201767,47.29129184,526.4249137,42.98262877,1.050927976,7.762041857,192,16,46.89378989,592.8713039,1,0.8041950259,4.99183127,2,1,0
875,14.97922658,31.7608175,3.347889876,2.510063122,26.71259456,253.614433,29.11318412,9.498664114,9.368898386,128,16,25.54605216,642.2226148,7,0.1796920537,4.279736652,1,0,0
134,22.02994708,51.93447063,6.637829698,2.941538847,85.80851963,155.4529292,30.77857894,9.541922765,3.565492812,128,16,83.10725937,943.7421427,5,0.05266392293,0.9275738473,4,1,0
305,14.1210571,85.82669962,7.331096154,1.716766932,80.58156516,207.3414218,60.18991714,0.6775403223,5.192198987,256,64,42.62424105,603.2363364,8,0.4360554138,4.433148443,4,0,0
1204,39.66888148,47.22093181,4.587290665,3.341826133,29.55053971,400.8767304,44.45158538,3.890431693,1.717662488,256,128,26.99895186,105.0251776,4,1.464974872,2.313788057,0,1,0
1125,29.09411794,36.61226633,6.87485364,1.140888586,17.6474989,740.4030636,29.3788759,8.860345498,9.333097375,256,16,65.36107125,883.5542569,2,0.4431048266,1.438927679,1,0,0
1121,33.28242844,54.07938324,3.663148959,1.586861665,45.2522886,255.2620999,37.53361129,1.268094314,3.528562566,256,128,29.57157426,356.2759723,7,1.821948524,3.237498777,1,0,0
665,13.36305524,72.01891255,6.711281578,4.813776737,64.11175892,698.9143883,51.83630432,2.367380579,2.350454495,192,32,85.48028825,551.5902287,7,1.303287019,1.161804601,3,1,0
1229,11.79103977,44.9127712,0.5019002545,1.740351854,24.03108682,492.0203086,27.28671602,9.79743451,5.045072429,128,16,39.40936118,284.3979423,8,1.724179274,4.410293755,4,0,0
802,24.93035682,93.94882054,3.968454547,1.732504437,51.05701267,885.5554077,20.20654994,8.549243715,0.9111836503,192,64,63.17125697,367.2852116,9,0.7716294496,3.158502541,1,0,0
501,37.14072171,30.19963658,7.929411809,2.978403179,44.03323954,233.6816463,75.03788285,9.164603194,2.901949897,128,16,37.61959449,717.9839633,6,1.967099725,0.7665072207,3,0,0
829,26.73674812,48.07089701,8.049759702,4.854876649,81.2440919,451.4058259,38.29167145,1.850466977,1.142748497,128,64,74.57964664,486.6160159,3,1.358996822,2.896179477,4,0,0
261,2.5996382,75.93583827,7.189872911,4.91540223,44.36533062,97.5681024,33.28988872,2.50750161,1.710025968,192,32,81.75381928,664.4175675,5,0.713919751,2.600818108,2,1,0
301,43.55902381,69.22298796,2.121962344,2.898289818,52.7021115,335.8179895,61.90884858,6.251457551,1.565496733,192,128,73.03346875,841.2181222,3,0.4250782657,2.410132101,0,1,0
1095,4.169657782,86.50046419,2.547330677,0.005435099025,86.42289568,507.3735636,71.20416333,5.2665131,8.787989573,128,128,77.8799215,406.73982,10,1.733062663,1.888382015,3,1,0
369,47.8353997,99.68410889,9.9612784,4.503282754,33.97534127,733.0074741,57.93672604,3.33578221,9.339131056,256,128,18.15046624,611.5060345,9,0.6361965518,2.423607059,0,1,0
915,2.231955956,43.25897455,1.123442271,2.851189823,33.11927456,198.8790429,35.26896525,8.896539848,5.007960575,256,16,83.92517416,799.829104,5,0.08872848511,2.97145627,2,0,0
1394,35.02807235,12.0039371,1.888560719,1.829982041,73.9676064,218.8740363,71.6981974,9.063191848,6.488962335,128,16,59.94405831,743.6108735,7,0.5573174255,3.694489649,1,0,0
555,5.028146122,4.0111722,1.387259931,4.145975705,32.20311889,631.9462627,50.62563177,3.270998096,7.111068024,192,32,79.53740257,585.8590924,10,0.3589027399,4.597590347,4,1,0
1375,45.62315239,72.96081371,3.34378414,1.999162297,76.54926961,383.0753257,42.87144818,1.979654836,4.217476586,192,128,64.75494113,445.0451597,7,0.639462432,0.3174820671,1,0,0
1116,23.75722858,87.52735346,2.180740769,0.170222531,17.64284875,482.6127724,56.28356718,1.916377997,4.016999437,128,32,26.14781348,466.7517831,7,1.226532359,2.889785692,0,0,0
395,7.738664966,22.85054601,5.0271108,4.105361115,18.90089978,836.2987339,62.03673342,5.102039356,6.917905683,192,64,58.76440813,489.8216908,10,1.000863775,3.784672491,1,0,0
819,17.69996929,16.68635568,4.812604998,2.729297005,82.10586993,499.5842178,55.62979245,1.762725706,4.078787895,128,16,17.27569918,413.9609761,4,1.421700765,0.6662152535,1,0,0
437,9.076409092,7.158304061,9.024905633,1.690717691,53.2649826,652.8468812,75.21472674,4.99673211,6.019590436,128,128,65.65784242,729.1680714,4,0.6676642773,4.566339188,3,1,0
978,9.358513666,82.44758925,0.4439254797,1.254461882,67.50514134,657.1182666,57.68106836,4.888373692,5.394331703,128,16,42.72009129,212.873727,3,0.2396168396,1.300449833,3,0,0
1176,47.45730769,31.82681205,3.266807809,2.968987297,28.02311135,803.808331,72.71484276,8.899047025,5.482375709,192,128,22.13865385,970.7087086,4,0.3205355419,4.183326404,2,1,0
891,22.8170595,40.76799238,6.006913131,1.040247741,23.30194947,638.501349,55.21750611,3.313999178,8.378909197,256,128,88.33838527,801.0869518,9,1.59456553,3.343832659,3,0,0
316,39.65131093,50.77226897,6.087537442,1.619254433,76.79634098,65.74501583,39.78077442,5.826198357,7.188542535,128,16,82.08675394,368.346747,5,0.1959813154,2.841778309,3,1,0
863,32.3406725,84.10587019,4.853249667,3.182651547,38.68987256,342.8308097,51.93780905,7.563248711,9.626485213,192,16,81.48349707,138.2928123,6,1.596252435,4.359287627,3,1,0
287,34.14489175,65.43248893,8.175088854,4.407722252,46.40260953,989.3268673,25.18020138,6.161190553,8.014277959,256,32,73.10562451,740.1728551,4,0.425258701,4.849248999,3,1,0
479,7.452978485,61.89139836,0.720949497,2.664451642,12.23775178,197.3137785,33.81047803,9.563644527,1.885028889,128,16,65.35849001,760.9231405,1,1.356809236,4.985941243,2,1,0
592,12.47503789,18.3915379,8.173328879,3.795531991,40.87045874,587.1423493,65.97389973,6.221636065,7.515591378,256,16,62.40635842,967.2603495,7,1.246192577,3.448076974,3,1,0
1164,39.55076642,51.80579928,4.99806698,3.815303019,71.63502465,843.0976992,59.68853664,9.067690695,6.823651763,192,16,18.48750702,328.3350018,7,0.1965208735,1.761742344,3,0,0
1280,48.56754412,71.8227207,1.424230881,3.321769763,75.70201418,586.9720022,29.99112263,2.828035698,6.637417805,256,64,82.04529883,174.4525812,6,1.331727004,4.386026315,0,0,0
114,13.87110649,97.35282742,8.868448944,1.229191688,65.90038311,372.8979879,46.28091058,5.827151341,5.067073949,256,64,80.4902717,923.6212819,4,0.8950149841,3.306306714,3,0,0
164,14.30686947,20.93922461,6.527364917,4.333942991,65.37437868,81.14833415,28.51953236,5.661406302,1.093407238,192,64,69.82821012,332.7841312,10,1.414323873,1.684313072,2,1,0
620,24.17195951,1.944791954,1.7191023,2.181378278,50.49914133,362.3032376,71.34907138,9.899795046,9.539105291,128,32,84.18519673,749.3783026,8,1.670947737,4.668586709,2,0,0
1467,49.20817533,8.454841926,0.4331322617,0.2210537197,53.06634634,182.8854441,26.55018211,2.442809977,8.5932846,192,32,54.24667611,154.593674,8,0.07899873841,3.76348695,1,1,0
1252,14.17898835,38.20939405,1.496985518,1.22306335,69.41053975,960.9019535,59.25409981,1.839437284,5.124676355,192,128,45.81138678,784.5263245,1,1.295925664,2.318856239,3,1,0
747,20.94162357,82.23392013,6.127099806,3.82774177,29.78414391,715.3168097,56.42000006,6.310884737,2.006519192,128,32,87.43579217,214.3233074,9,0.2099156552,2.327003907,4,1,0
1186,44.68252077,1.707066095,1.875032729,0.3456666791,28.52136546,749.6337712,48.36659874,2.625075362,8.33249025,128,16,47.13049502,726.0277132,8,0.7577511488,4.980049996,1,1,0
1262,1.143130598,46.2163287,2.335054441,0.7368220108,85.99398591,436.5332967,36.69407736,6.571975784,4.591380251,192,128,61.30595529,579.1087431,2,0.02535701205,1.931174612,2,1,0
692,2.948532284,33.59383092,0.348883285,3.47113408,12.21519094,110.8548633,44.23739,9.738646341,4.206082273,128,16,39.84497175,959.9393174,9,0.6572876228,0.5609953217,1,1,0
491,30.59951218,6.1956893,7.257013655,4.463003949,21.15723709,267.4497697,68.38347803,9.491806956,6.821131203,128,128,60.90609808,133.2258788,4,0.3387096986,2.738951449,4,1,0
518,45.46162807,45.57339238,8.122607558,3.168660025,55.6265941,260.451393,65.69304893,2.695478734,7.707416286,192,32,67.60791965,362.8438712,10,1.11252859,4.435784848,0,0,0
388,12.70397636,26.22012203,7.98879695,1.111455269,69.0267871,487.2925715,64.32854691,2.123515308,1.096986998,192,64,59.97244202,162.5580256,6,1.024542972,2.964146952,4,1,0
478,24.01244696,35.8365986,1.362924699,0.2670688162,53.03128664,461.5188069,64.98941506,5.827023228,7.791785957,192,16,51.1650353,891.2778717,2,1.586548841,3.986128616,1,1,0
330,23.07279978,70.85591517,9.042681161,3.075632913,38.40511969,433.9748092,28.63318246,6.074384238,7.472434763,192,128,34.00886381,634.5110383,10,1.279922627,0.3688370264,3,0,0
1117,24.17559596,52.63354741,6.755560412,0.2369928897,88.23808955,496.4814892,25.94578702,6.791375678,6.0974913,256,64,61.50765409,581.4726511,4,1.429251767,3.399634233,0,0,0
140,31.50346509,13.34009547,8.985533362,3.06361026,66.30821481,987.0360589,71.68991737,7.544163797,3.714979686,256,16,82.67431162,218.3121029,2,0.1849601551,0.4880511712,4,0,0
1151,24.01744439,96.1800395,4.526888995,1.127899721,76.51126729,299.055277,70.23047422,6.209094451,2.065620399,128,16,10.55300729,540.1290316,9,0.05552965417,2.826147735,3,0,0
234,22.92593892,63.95516581,4.425853125,4.523280312,13.21974994,615.6538912,60.87909824,1.561653535,1.475203207,256,64,20.71432219,458.8332897,9,1.939083079,2.539060435,4,1,0
300,24.2401326,76.82097414,7.866911535,2.375463342,28.87360884,240.2682363,56.35434472,8.00650072,0.5112450903,256,32,19.58185268,384.1766813,5,0.854064817,4.733461684,2,0,0
879,29.95250462,8.842101851,1.023648769,1.119692167,39.93368749,467.1396597,42.01230239,1.255413253,2.461371669,256,64,83.85642423,794.9700599,3,0.7899487374,0.7490755633,3,0,0
1029,27.31336693,5.658779567,5.256652963,4.265726583,24.60811185,200.8491839,33.44495549,0.6899305191,4.407701215,128,32,63.01981512,155.1484359,3,0.07002482145,0.146507902,2,1,0
1156,42.85266388,2.925356986,8.380203933,1.270176992,15.83194182,558.6340431,60.05938626,7.811752868,2.814621148,256,128,86.14304852,682.0171546,1,0.2378216124,0.7730382929,0,0,0
1171,3.425345821,19.69060875,8.318906374,1.532995383,28.00733317,265.7467747,74.78207828,5.709395532,3.435301009,192,32,56.62506186,840.6937281,8,1.880947855,0.9364600936,0,0,0
602,41.8325365,42.02643137,9.565715278,4.171389495,52.6908505,37.7521278,46.21979454,7.136618477,4.209297946,192,128,46.93863177,916.5765546,3,1.389690132,1.329466191,0,1,0
506,42.35230602,93.64678721,7.012898676,1.543960149,65.65961987,815.4558204,38.19274821,4.13609958,3.42849193,128,128,73.38743295,771.3249353,4,0.8184240991,4.093934908,0,1,0
904,14.96049306,46.24890627,2.156929231,2.050818846,71.92167384,129.126857,36.24450881,0.6053786885,7.383899867,128,128,22.8753814,354.210111,2,1.808968265,1.946716089,2,0,0
198,23.6797458,29.73525543,0.3007751175,1.738328354,13.43489239,368.6707603,21.42231457,3.644645817,5.171404497,128,128,40.50704931,640.4567145,8,1.179785688,4.219712181,2,1,0
783,22.48838594,56.6315901,4.846216406,0.5820015892,44.23889378,477.7004315,51.21900333,6.277284713,0.6836079036,256,16,47.30193924,227.2632498,3,1.492936097,1.432475914,1,1,0
825,11.70698188,12.08152324,5.18566827,0.1944790612,19.77692669,433.0475204,79.29416179,2.644179169,2.653348198,128,128,33.87667156,205.3545614,2,0.8631991282,4.316651479,1,1,0
1060,20.44304551,61.34108321,2.478599587,3.62270337,44.49603092,725.9400979,68.91426297,7.03414117,7.241753324,128,16,39.70284899,674.7617279,1,0.8630561325,0.1396431709,2,0,0
712,3.175000836,57.27476348,1.334504727,3.22568562,44.71806793,597.1798193,73.84848309,8.046809594,3.358839971,128,16,16.24841495,865.9968891,10,0.1367009996,4.679223806,0,0,0
742,14.61328157,79.40731031,5.903460845,1.411830338,49.85693494,296.0758115,57.26984578,4.815536484,9.241346831,192,128,25.83868716,160.5233131,2,1.467946538,3.755641184,1,1,0
1128,41.0174266,98.68207355,7.666131173,1.477995625,81.4264501,52.65129684,48.88678463,8.819352332,7.270308451,128,32,36.83973763,195.4033589,2,0.1982348069,2.122379351,3,1,0
1341,14.94355279,25.8364737,9.932225626,4.725028915,74.40764021,767.8275231,79.42742044,8.620757363,3.254306271,192,32,73.67123466,609.0465767,4,1.528534776,2.928941594,2,1,0
602,41.09212677,51.45598863,7.60719591,4.938355636,60.93766761,353.1745996,46.82972664,8.841550552,5.405893539,192,64,24.59978839,296.3906749,1,0.3817161758,4.671782194,3,0,0
866,27.04837377,90.97767523,7.956960901,2.367174516,80.83258583,889.8350163,75.00983454,6.77985181,6.838770787,128,16,37.73122992,650.6363105,1,0.4947345034,2.954545561,0,0,0
497,44.11327119,78.73379856,6.202962694,4.012258727,64.27748932,395.6617168,65.71068853,3.395495497,2.336975721,128,16,15.19362306,293.0894427,6,1.835779511,1.219985766,2,0,0
970,29.16419816,49.25322401,9.860634324,3.683429379,75.50839686,717.9409475,39.85870551,5.071887183,2.838780945,256,32,54.56834759,204.8337769,5,0.943135329,2.907082123,1,0,0
894,2.45374293,94.59179331,6.435568213,1.486588548,55.10226408,939.6251385,50.183731,7.249851171,5.317675586,128,16,58.90007105,591.0174839,1,0.2504850524,4.370091739,1,0,0
492,34.09559017,6.666432658,8.616507535,0.2928135526,52.01746013,651.5012982,43.05975331,2.500354706,9.286499864,128,32,79.24131708,875.9756242,6,1.810163099,4.938504894,3,0,0
306,3.197824833,93.16886335,9.463267998,0.7127812857,67.92777942,414.0754245,28.17339645,7.519013338,3.768098485,128,64,75.52927988,716.6097749,8,0.9047940384,2.962008018,2,1,0
1138,23.07925393,6.000231846,9.305599155,4.191470585,11.57514496,567.8318695,41.40599489,5.706841862,4.320238117,128,128,32.83023637,836.8526238,5,0.2611026573,0.8626613565,0,0,0
991,46.54190803,55.18316967,3.876011903,3.6560691,65.23020573,543.9017434,73.33837306,1.412165683,2.310892001,128,128,20.95629514,339.701657,3,0.7816459431,3.881586962,4,0,0
963,9.094993028,89.15365385,0.8787543773,3.321674222,84.76145747,585.2352166,65.15814112,5.794220107,6.135482605,128,128,22.48665458,897.3807862,3,1.178658506,4.984865585,4,0,0
842,20.10374529,27.00937341,1.801549655,0.6532441585,67.11536639,147.6731657,36.65486446,1.134373313,7.531432099,256,64,87.51711544,439.3352571,2,0.7246840584,2.420816129,0,1,0
1364,36.76315513,47.7526014,0.6863107234,3.199653437,12.94349794,698.8113725,42.07479879,0.6359192079,4.68610153,256,16,63.85806512,867.2029011,9,1.848653116,1.980290558,1,1,0
663,44.23066925,33.10855903,1.143429655,3.860761657,40.23085126,145.8982284,56.98603538,8.951462864,7.627369107,128,64,13.40566302,524.0580311,9,0.5393676474,2.807253165,4,1,0
1120,33.87620723,95.26224779,1.928047334,4.303008749,74.76650418,15.60226743,44.9683889,5.15420306,3.374744872,256,16,20.9423404,341.0718826,7,0.3516508311,0.9073542812,0,1,0
195,13.65048946,82.54091388,3.476833734,0.06615639597,86.688684,625.1553206,50.18264698,5.661251723,7.216351971,192,16,48.86400521,334.2329479,1,0.4419023433,4.859288584,3,1,0
584,34.05578479,71.19114962,5.481042501,3.422375509,39.61306845,117.7966586,61.89010467,3.15940883,2.954273065,256,128,26.62630434,610.9010959,1,0.1674998932,4.20783996,1,1,0
330,15.53965441,59.17507167,7.145652388,0.09548827802,77.29552447,770.6412251,48.03505089,5.656074835,7.916170647,192,32,74.2927188,171.1092432,4,0.9045922683,0.6536544833,0,1,0
848,36.20303226,82.23858714,2.188180627,3.534364228,79.10479002,866.0999875,31.45818738,2.104252575,8.391094994,128,32,55.85736941,937.0505751,2,1.756667856,4.730899337,3,1,0
