packet_size,transmission_time,latency,jitter,packet_loss,network_load,throughput,bandwidth_usage,encryption_time,decryption_time,key_size,block_size,cpu_usage,memory_usage,encryption_strength,error_rate,integrity_check_time,retransmission_count,packet_order,traffic_type
1348,26.5583704,52.64946834,8.764577064,3.293112545,42.60343503,659.2283785,44.56975099,8.757060364,7.163035074,192,32,78.91491708,322.7322933,1,0.7995313814,3.457109127,1,0,1
1106,39.92979605,27.0043038,5.170889066,4.877191449,28.24620753,355.5683477,47.95697758,9.363206208,3.115140312,192,64,16.91962192,589.1574235,3,0.1870679258,1.365560435,1,0,1
602,44.3344508,76.96063857,4.103207857,4.360734299,22.58701646,193.3245052,30.22909183,8.154129627,2.712236142,128,64,51.41911492,181.3352698,3,0.9975619148,3.957311495,1,0,1
920,17.89428958,92.73988983,1.703475126,4.309075881,59.22608125,819.1444047,22.49211626,9.607245438,3.381903717,128,64,22.75131512,518.0599046,10,0.3810490581,3.681147769,2,1,1
203,23.63033058,48.88539149,7.03809783,4.669090084,89.60760341,363.7402173,44.84333547,9.565448585,8.804240063,192,32,81.58526,259.875094,10,0.7105573678,2.915492456,4,1,1
1162,21.31128718,32.23979397,9.27538642,4.469761303,24.22025629,195.1266524,65.57158016,6.383773276,5.421176419,192,128,76.58764216,290.072403,3,0.6407005559,0.9341735335,1,0,1
297,1.649300642,79.10556727,3.816235804,3.88140832,53.71371394,365.7197926,72.45198624,7.417653968,1.999904934,128,64,84.71337946,430.1455907,6,1.974573735,1.085776621,1,1,1
678,15.50120155,68.49676428,2.491691507,3.591364161,19.57820112,215.3396534,25.85289765,7.144381085,7.857568429,256,32,79.99858732,785.2129288,9,1.279026497,2.988084181,0,0,1
490,23.50027245,88.98649589,5.593182478,1.323835869,84.73891529,519.9282901,51.48052778,6.400793853,2.480305833,192,32,68.92426479,769.5877869,6,0.9836053609,0.7312414924,2,1,1
1302,21.14358684,69.55888726,7.982240889,3.106700107,33.34041349,668.6210968,35.80417933,0.6838741704,4.418523408,128,16,24.79113565,473.4756788,5,1.027504803,3.647255265,3,1,1
653,36.37453215,25.10930555,0.1373001761,2.607443109,80.2671856,799.7578198,42.47803218,3.88111348,5.896720283,128,32,34.20020925,206.8040388,1,1.208177375,1.141740407,0,1,1
1138,19.85537724,93.23426573,6.35063662,4.309720458,32.64611514,228.3344683,76.00650979,1.45074398,6.05220769,256,128,49.74841266,352.622458,2,1.745509036,4.561351081,3,0,1
1412,24.979446,11.37873897,6.005508407,2.458562867,74.48419841,167.7870517,41.12448638,3.352461546,1.155805107,192,128,57.11174252,554.8201989,1,0.291964575,4.508653153,1,0,1
577,22.05082101,27.52633226,3.249706639,0.6387138177,26.75050668,20.58381747,41.92075581,1.151365666,8.449642671,128,64,72.57467163,882.4706008,6,1.199266085,1.538658928,4,1,1
1354,37.2906813,52.49926616,4.569087736,0.02486242661,33.42315441,228.8596806,32.56374954,9.240299218,5.054592219,256,32,28.15677025,971.4291533,3,0.6443658085,0.5085955454,3,0,1
1022,43.28564755,57.00846058,2.544935919,3.389365602,25.39802923,24.88144715,77.60110508,4.787634199,9.897976647,192,32,20.26219153,673.7238415,5,1.142804418,3.095937441,3,0,1
519,27.06256487,2.515748076,7.919868806,2.749541936,31.14079023,346.1287295,47.3892414,2.298962253,7.315702876,256,16,48.60881365,415.6178414,6,1.035461891,2.297230922,3,0,1
256,39.68217752,78.27669986,6.38189584,1.654814522,76.78926043,146.5473957,54.22352804,6.055402695,9.929404591,128,16,22.62731287,724.1081083,5,0.05986836044,0.8041736022,4,1,1
649,15.54254742,36.79912452,5.373845058,0.8448607502,61.1225998,580.3157026,47.19008554,2.366283867,4.808014857,256,32,65.49894419,402.6071222,3,1.164929254,2.70425922,0,1,1
1220,27.5271109,41.23543556,3.986009364,2.333576612,42.47037351,384.3430327,35.17514461,8.142183057,1.837423369,128,32,56.05047121,662.9261081,2,1.418427727,4.96434879,2,1,1
1120,17.91626773,81.1275849,2.984705422,0.5014323624,87.72168217,94.49175573,68.62475679,3.406231543,7.409439082,128,32,69.28862376,319.3899145,2,0.4919993363,0.4380162842,4,0,1
1096,21.29584535,38.54905578,8.245091212,1.680542446,47.18892217,400.4665966,21.70827355,3.491556012,7.888722684,256,16,15.07492477,340.2898311,2,0.2137373195,1.39308739,0,0,1
1050,36.88827938,5.675262773,4.568935937,1.896059531,87.5807977,210.1387679,61.41460581,8.764533967,8.601935045,256,16,87.17580484,167.7030301,10,0.4232889124,2.739209997,1,0,1
388,44.20146163,18.46753728,5.064329456,2.328093474,25.72695383,680.497174,55.65636864,5.812427404,3.363765743,128,128,10.00044293,478.127037,4,1.272825723,3.987470285,0,0,1
1377,6.953274163,95.63441407,5.256204432,2.333103757,82.37107417,365.0718085,28.65683904,8.929370005,5.351497849,256,64,36.0353932,656.3570681,4,0.9375855435,0.191929488,3,0,1
295,32.09732357,7.970130878,4.538832661,1.285028217,11.10577633,147.8829792,29.95430266,4.422436284,8.646302947,192,64,64.37078347,809.9154494,3,1.730609457,3.690524034,0,0,1
697,29.52504657,36.1381889,2.63527542,4.251054908,53.62425619,350.2521307,59.55353527,3.767313117,8.714994248,192,64,13.61136591,829.3136904,8,0.5699768372,0.7854293605,0,1,1
616,6.80233692,50.81473754,1.291370358,1.777717531,43.84419154,225.1539556,38.7283275,5.308928474,0.743996509,256,64,16.66796651,993.2000046,4,0.7301958388,4.170329437,1,1,1
964,11.38282219,49.83480191,1.075518945,1.147936544,52.00702764,795.9832226,35.94428469,1.084170876,6.873709449,256,16,16.13451498,178.9801533,8,1.056100245,3.491662571,1,1,1
1241,16.23912224,1.392034358,7.598878981,0.8790494171,54.27558656,983.3841928,23.54936573,1.964907326,6.216029821,192,16,56.52077814,543.8230916,3,0.9200336974,2.336905654,0,1,1
905,9.17962247,50.61511041,2.312925441,1.612891973,41.12250833,26.46589764,65.98898536,2.585455539,1.291708885,128,32,81.6740252,569.2371179,2,1.09552258,4.125758046,4,0,1
1282,12.94274464,38.99347334,0.651160868,0.3377644149,89.85582775,690.3301172,72.96031612,8.258434186,9.336292755,128,128,54.43495822,824.0800837,8,0.6241766815,3.691938553,1,0,1
914,14.11243914,97.23585421,7.995422326,0.1645376149,88.12057522,264.6938758,69.1906611,7.471088191,4.731036792,192,128,58.28570818,339.722664,6,0.3333421527,3.820001605,3,0,1
327,17.44801782,16.75674932,1.625210363,3.025710984,86.93963014,67.34223523,47.96204717,2.336419148,6.905448246,128,64,37.6801321,162.4350879,2,1.606631298,1.521361316,4,0,1
315,37.72013219,36.06126548,6.288946308,3.09573568,88.32680379,15.33695828,52.03738451,3.129101862,8.886579057,256,32,11.49929269,382.3829292,7,0.07859051116,3.135152375,0,1,1
1047,29.02369799,42.52866702,3.452568387,2.647941013,73.4409919,881.1286595,34.53657164,9.470487703,1.736150173,256,32,11.72917742,985.5350462,10,0.739410755,0.7914196578,3,1,1
114,49.32608693,39.67866017,1.352154541,3.811425976,89.08723832,354.2528956,30.37128437,1.315128141,8.630509863,192,16,81.06479732,909.497078,7,0.1748037619,4.122217736,3,1,1
1280,21.32205552,66.91725194,4.203361695,0.1957527214,81.38881802,994.5493482,69.38007049,5.700823432,7.380903482,192,32,18.2057951,455.7222649,4,1.472656853,2.681036393,4,1,1
1384,37.93938862,22.3357729,0.2466077252,4.679865541,43.27461096,442.9347905,67.90064963,5.459066424,8.476127059,192,128,89.98314975,888.6447989,8,0.7310262892,4.141929877,0,1,1
1280,43.70195265,22.88608373,8.426345327,0.4753256163,72.78216867,188.410154,66.64158971,7.394224263,5.200939199,192,128,23.15380892,129.4790357,3,0.06009940585,1.134668719,3,0,1
146,34.26994616,73.1918839,5.183629817,3.370114972,82.96542761,777.366425,47.80155838,2.983636075,0.8181061086,128,32,63.97075552,382.7836697,9,0.1517507195,0.738673415,1,0,1
423,21.18137228,50.52876135,1.477684108,0.6669829447,67.00848589,926.5657242,71.87046565,9.380340183,6.869900515,128,16,85.91643777,754.1306632,5,0.3971972316,3.47594697,1,1,1
943,37.92613691,42.10041193,2.446105152,4.399527167,43.82258725,815.8054097,75.57392416,4.400537375,4.05805807,128,128,38.98314221,299.3070259,3,1.573831064,0.3861478803,4,1,1
229,10.97968975,17.75110212,4.534954402,2.553566435,15.26321936,745.4540348,39.70066068,3.214336269,4.322950426,256,16,68.7546551,278.5518563,9,1.59837681,1.295531133,1,0,1
194,17.05005609,19.56519507,1.96980689,0.4114677051,74.77575496,335.3649948,33.48166951,3.70025946,4.691990914,256,16,38.06853148,875.6267914,2,1.993225111,4.552696872,2,1,1
726,27.7875775,2.044612045,2.759131699,3.083620564,86.21942985,65.42587353,47.85578185,3.812862314,5.18264154,192,128,34.39528454,654.358565,2,0.4818465676,0.7505140465,0,0,1
854,29.19505998,10.05120062,5.390417086,0.04554971941,38.99706082,202.0980492,30.7595814,2.38981993,6.788375209,192,16,26.14432661,990.1204465,3,0.120874106,1.940223857,3,0,1
1415,2.084932298,56.12703077,8.342829229,3.880110892,22.15248408,447.363444,73.04017311,9.316512238,7.404368924,128,64,75.67479255,221.2027087,9,0.5662616554,4.733356197,3,0,1
893,47.31059525,89.29543987,4.078212888,3.252924933,36.12030716,956.2436701,40.27943,2.161314254,7.88000172,128,64,30.59096509,420.5155665,10,0.357639995,0.198015758,4,1,1
1406,35.13473629,29.42931175,7.198055208,1.063123747,56.60978865,723.1313255,54.57030719,8.886910026,6.880258815,128,64,32.65265303,380.0920346,3,1.420775998,2.282044056,4,1,1
168,25.28948376,33.44697536,8.779173713,1.873754581,35.35432026,828.4547621,55.68316975,4.346827589,8.133054489,192,32,89.91757938,892.1190139,5,1.938480776,3.953650186,3,0,1
110,46.72323449,12.44495545,2.241379309,0.03903347244,58.84949842,278.016603,50.89927282,3.058126593,1.660417475,128,128,36.18483484,329.766868,9,0.5460500536,4.554003987,1,0,1
1377,22.5156827,39.47446362,8.091200507,3.468419075,87.34817858,684.1392044,29.39154257,2.385835052,8.449767829,192,64,43.82195911,418.1148979,10,0.6572661656,3.704326893,4,0,1
971,49.04134294,4.684948752,7.598281763,1.613340688,63.65875946,862.5757052,79.46003841,5.291252134,4.179151328,192,16,89.20443662,228.5504881,6,0.7022323437,4.453119492,2,0,1
649,26.1019531,91.84246893,3.63367925,2.857944576,39.0127493,479.9321034,30.35619375,6.857956158,5.52337842,256,64,39.54402763,797.8608844,6,1.713907516,0.2684043388,4,0,1
1257,6.60000273,67.63802346,9.896247599,4.78363814,84.86023772,430.4619684,65.09044163,9.033099789,4.620904305,256,16,39.29216058,313.9329556,1,1.156037681,0.5893932786,1,0,1
811,38.47524765,99.08413213,2.699466477,1.497333565,55.2508215,719.6851089,67.48177244,6.698242545,5.019313442,192,128,76.2171573,161.488245,2,1.947952792,3.714860241,0,0,1
122,34.26598853,88.39949311,2.622552334,4.95118942,20.26979188,560.3517746,28.7098225,5.094793658,3.211563009,128,64,34.95442948,491.5978594,9,1.254324349,3.791308436,2,1,1
914,38.87634934,47.82606878,7.74536573,3.16364193,49.91848042,993.1779121,75.98981069,0.8180226135,2.114533653,192,128,28.70288829,452.3123116,8,1.411764408,3.065830079,4,0,1
445,47.62065941,52.44881808,4.403107449,1.210443331,62.29091559,425.6776979,49.26552576,9.196555604,1.496499964,192,64,43.85682041,259.8482839,2,0.1783344084,3.678354864,0,0,1
401,39.04797583,19.86702861,3.374870448,2.183889415,77.06034927,176.767334,57.73297751,9.072507808,4.788288971,192,16,66.05126405,220.2378039,5,1.903360712,4.30446029,0,1,1
462,30.95549351,46.74189494,1.868761773,3.702265612,84.91814294,472.4631177,58.53116336,4.09781119,1.689979467,192,16,13.459442,906.901492,5,1.256112981,2.7728643,3,1,1
495,43.00813622,90.39975948,7.676791066,2.232389538,35.3932907,235.9697881,50.29730754,0.7758292954,2.827390489,256,32,39.91328218,161.0600379,6,1.04036132,4.741889371,1,0,1
317,33.98907553,6.03448894,7.884585881,0.3425378367,22.44098913,561.692567,28.52132265,7.467010739,1.769350913,256,32,37.69959216,189.379861,4,0.7748075681,3.501764488,3,1,1
240,20.99783378,86.4921235,5.708983632,0.8430183069,15.90629138,126.6711954,65.10520147,8.02096833,1.5366517,192,32,29.58546778,320.542553,9,0.1541000248,2.412712218,1,0,1
1057,44.39536845,34.75383236,9.577404771,3.956488729,69.06836822,950.0262973,54.90715011,5.653425381,8.883380905,256,64,62.34298687,957.5552707,5,0.2666940103,2.165438806,0,0,1
1333,11.87312258,90.05176374,3.249816377,3.241865379,73.61266022,859.9630587,27.12083692,4.32731236,6.903246554,256,128,33.19920643,176.8458246,4,0.02339039385,3.775817298,4,1,1
1084,36.01742247,94.14711073,2.27422855,2.849127387,42.74985015,156.4098317,62.01931812,8.585761959,9.275711563,128,64,58.53852472,834.4133441,9,1.997384969,3.189299166,1,0,1
1092,44.19660929,67.41562381,6.806921012,0.8381098538,41.67403257,173.2205298,62.16579565,2.328905959,6.618115503,256,16,50.34694732,902.846938,2,1.572579245,4.105472505,1,1,1
927,36.83450947,66.77795487,7.608245544,4.188787227,86.33896253,512.9262358,52.90918677,4.675802798,8.517534728,256,128,27.37518967,440.0809673,2,1.594903888,3.926832687,0,1,1
782,35.16649553,45.82267943,2.326569108,4.803700548,83.33450601,773.1085057,25.43292862,0.7326180518,5.775336598,192,16,31.32528456,364.5049598,3,1.460180476,2.668593209,2,1,1
1103,37.87927641,83.71848223,0.8584465662,0.2044354875,28.66127215,219.8602563,41.15864187,2.058100016,4.894985481,256,32,23.64800426,709.6399554,10,0.9682120842,4.733938772,0,1,1
455,23.78770717,96.19966308,8.124113217,0.3901593533,72.46461182,61.91074784,23.05544646,9.437896729,5.52053531,256,16,14.53033719,732.3711405,4,0.1763943842,3.550860609,0,0,1
1107,43.83436343,77.73309823,9.767369539,4.423622517,59.8160317,545.9887423,48.65576113,5.991790878,3.542142198,256,64,59.53507705,801.9794465,10,0.1445380828,1.08411398,1,0,1
1447,10.96838728,62.57173664,6.482255632,4.07776127,22.33781913,691.905517,74.38682791,8.153127131,6.750737714,192,16,63.82309551,847.5101032,9,1.832748474,3.130587151,0,0,1
1256,7.241934384,61.07249669,2.850882311,3.089672278,38.54168377,245.1211258,20.13517896,5.121753934,9.023161566,192,16,23.27999949,341.5559104,5,0.0006289039077,1.088883974,3,0,1
987,14.98993023,85.09752026,9.967058825,4.724826045,24.1978353,740.02802,35.99831918,8.430857431,7.932357742,256,16,59.23139077,718.2654417,2,1.398205718,2.838361546,0,1,1
226,27.04729244,54.57917281,8.943339699,3.23215289,33.61248311,950.6931412,67.99154607,5.620029853,4.889000102,192,128,88.5667792,221.4151519,3,1.257156831,3.970678816,4,1,1
1229,26.01752798,80.58212874,5.182468398,1.079926379,59.22409406,137.9373682,20.59165003,0.5431082774,9.562231315,192,16,15.9521676,559.6581984,8,1.00245069,4.081276177,0,1,1
1108,41.20933913,51.37964026,8.27068072,3.643211619,40.02123768,511.5180362,20.61040622,9.047140567,9.861519394,128,16,49.2296698,651.5982249,6,1.949901174,3.289042589,0,1,1
703,20.82386416,7.181983222,8.17662318,3.228551724,41.52476159,57.78510873,56.64911517,1.911378138,5.184455792,256,32,68.64305709,245.558743,5,0.3962567099,3.938200243,4,0,1
1113,24.73287689,39.01075388,9.3545098,4.92872351,53.17178341,207.4543462,67.35198541,4.780270232,8.714078492,128,32,13.68073583,168.8558857,4,1.570572902,2.413954666,2,1,1
150,1.65501648,44.99965481,8.425146053,1.069478682,16.97793111,90.72953411,66.59032505,5.028406124,0.5453174337,256,64,72.26187952,275.2716576,4,1.349678383,2.798213641,2,1,1
1152,21.07722259,15.02010725,6.472424436,2.989424682,69.10378319,404.6026165,66.77468124,0.9487446001,1.133228122,256,32,88.36089897,478.5298731,8,1.948863594,4.410074199,2,1,1
1419,32.74093741,11.14713659,6.132106818,3.900837611,42.13676267,821.0109586,41.66038069,1.004168662,0.7126993848,128,16,17.07902908,899.05688,6,1.868143652,2.516095187,3,1,1
1420,1.759908201,54.01103002,4.726837154,1.694915447,48.43176706,577.5533201,72.96344866,7.74424219,7.845048475,128,32,75.77839244,578.7229821,5,0.2571425604,1.819552534,4,1,1
878,14.76321629,9.429220019,6.302207836,1.898397915,87.94397831,223.3622523,20.77013608,3.354282505,1.257901559,256,128,40.28652356,773.6436026,5,0.6154329282,4.00526359,3,0,1
913,11.18986161,30.99157162,7.972644207,4.439509192,37.54935107,41.07053645,38.73132421,4.391467579,0.6619801876,128,64,21.52929619,256.7300755,6,1.701600242,0.3473211188,3,0,1
1469,3.057286017,74.71510062,9.6934725,2.020974398,61.85751488,553.8447971,40.23126169,5.859068897,1.900478347,128,32,49.45545674,195.3803782,3,0.4573210102,4.795949385,3,0,1
519,24.48374441,96.47878578,4.726144846,3.123664259,41.40034538,133.6639183,29.93426755,4.047167993,3.409800517,192,64,15.72149886,315.6556219,7,0.7570790954,1.766319437,4,1,1
1305,9.904441368,72.06918747,5.77916671,4.446190688,81.54261749,343.3912933,40.17355838,7.862855552,4.914656478,256,64,51.76811265,382.4923715,1,1.251927733,3.185119184,1,1,1
1082,37.41099544,99.2699293,4.503574401,1.049132915,77.74050136,510.6820667,55.1530478,8.902414209,1.121331205,192,64,11.54854304,593.2918169,5,1.125827856,3.458730736,1,1,1
924,42.5484663,70.13545916,6.718037348,4.909386482,29.32994174,903.8288032,51.21675876,1.067319899,5.240331219,256,128,68.28891533,893.1189883,6,1.28121312,0.7716830207,2,1,1
1124,27.73367395,30.08565259,6.33621299,3.50976767,65.33965701,82.74150376,39.16564152,6.536332147,2.85658388,192,16,49.03757486,483.4833551,2,1.426976329,4.132015209,3,0,1
666,49.10365978,67.53320151,0.2765545229,2.480608471,15.21375967,668.9389847,64.95965082,3.517770071,3.106529203,256,128,46.71517287,566.9183691,2,1.457539981,2.903353498,2,0,1
470,23.07345,70.51351975,5.457499435,2.154602822,87.05483116,15.06720422,62.88743471,6.041115145,8.308071391,192,64,25.6953195,104.1521824,9,1.475115194,1.706850226,3,1,1
1035,26.1550423,37.80097148,0.9760202674,4.771823078,37.91920864,630.2786438,36.84178862,5.097119522,9.875773972,256,32,38.90105246,129.9808566,2,1.98335356,4.268360774,2,1,1
760,49.47166994,2.75367121,0.3611978183,1.028624138,76.54742181,551.9809568,39.39370357,3.66994595,4.906708278,192,32,24.54955459,175.3922799,3,0.7131745433,3.162893854,0,0,1
1068,12.34587336,70.61677869,7.932851905,1.558416284,35.47450929,812.0547535,37.25121192,1.40074864,3.556821604,128,128,68.83120804,729.0946769,1,0.08837272343,3.950313033,4,0,1
1432,47.18475104,3.148309432,2.660633635,1.538963778,60.6216593,532.1308104,27.73106999,5.814679159,9.348757674,256,32,25.92202395,537.5722319,9,0.6977240288,4.962317906,3,0,1
1260,3.099040201,63.48761973,3.472485265,1.445031674,88.68726336,353.2639831,65.16689858,1.571529381,5.254260241,128,64,59.34026616,273.6650787,1,1.823151858,0.7383544024,3,1,1
301,22.87295762,17.19803239,0.7344374173,2.342690226,80.13998905,243.5081205,22.77659063,1.983140838,7.438358926,192,64,32.36860009,633.3394948,4,0.1667777713,3.773022771,3,1,1
412,4.430172095,56.99474925,1.877052579,4.945896166,22.82927279,86.16449204,29.03482965,9.830664922,4.430530294,256,16,62.55857567,590.1509366,7,1.293884434,3.812587945,4,1,1
216,36.7325024,50.88738951,7.679487701,4.443933834,53.79907465,535.0780616,26.31827106,3.508699308,2.424211488,192,64,53.23639671,179.9193716,2,0.8463228652,4.385979354,0,0,1
1036,30.81203786,2.337850588,4.985955219,1.639747842,37.88254257,888.4336047,69.52033853,6.052143801,6.721408569,192,32,43.87509053,676.3714954,8,1.843145669,2.099520717,1,1,1
674,35.62507891,36.92371588,8.818617779,2.114350579,44.74710813,515.2297495,22.64051092,3.086203449,6.816005171,128,16,63.84006667,790.4393854,8,1.857146515,4.361291439,4,1,1
343,19.3495396,60.50802557,4.032697102,3.347403732,36.81465034,739.3637546,59.87763739,8.722339667,4.871746576,256,32,43.25776573,357.8989669,3,1.570489164,3.235427865,0,0,1
636,19.10461477,85.01204864,2.760137284,0.08575840348,36.87673986,299.1365033,22.6684759,3.191731813,3.064521533,192,128,75.70964821,718.7399758,4,0.197040583,0.4369836444,2,0,1
174,3.220644669,88.97556927,3.541238163,4.100768293,53.4042595,448.682729,67.18660424,3.985408941,8.402228175,128,16,68.36787666,279.7475653,7,0.04942991493,0.2544320765,3,0,1
485,18.14730204,48.90114703,7.156440756,4.398990287,25.35712073,325.2786002,74.76284518,6.279681989,3.115522182,128,64,53.25111956,781.0559323,5,0.2731801158,2.459278528,3,1,1
1333,46.53513171,73.11382624,5.594556156,4.286001672,52.99163402,110.1568452,49.21058995,8.764873723,6.76072787,128,16,80.16485461,920.5967522,5,0.6436479938,3.950577153,1,1,1
574,19.58210032,32.32900308,9.051492955,1.875271934,32.31723498,417.5716147,68.27250806,8.254034468,4.147863427,128,64,76.30894572,497.6804114,2,0.4828637184,1.982734476,2,0,1
517,41.7370176,34.87645417,6.061470817,2.309997537,33.11863234,764.5229446,62.38463197,3.006668913,4.98856644,192,64,52.54715157,320.1598704,6,0.7395183403,4.273977545,0,1,1
446,42.27394973,20.2518884,4.980880264,0.06194160952,69.09984232,395.5800245,67.73811753,8.380772096,2.508325284,192,32,15.4758155,459.259032,4,0.2861540521,2.51139788,2,1,1
739,19.28881666,56.63286289,7.878951966,1.99697674,12.36748828,650.529043,66.00651197,7.161355496,6.670059482,192,64,55.27970818,325.0697254,5,1.505006298,0.2288135201,2,1,1
1038,31.96744534,32.14185094,9.480585122,2.302134112,40.47566101,758.8568686,32.32207302,9.903370659,2.645345419,256,64,38.42055916,101.1154382,5,1.69059305,4.870958794,1,0,1
1054,5.673208511,9.352718747,3.622874521,4.534871465,42.60275041,323.413491,49.97354061,9.386752846,5.114283443,256,64,53.20903542,685.4109506,2,0.9759051067,2.499097647,0,0,1
975,6.080250456,68.81560258,2.573774481,4.469938369,48.80881118,797.717045,77.62485123,5.564798859,3.620364235,128,32,61.77043684,138.2739778,8,1.913053496,3.285666287,1,0,1
862,3.384225519,71.06756755,6.200552223,4.83048532,63.52088198,339.5867913,40.61197667,7.624321882,9.654254461,192,64,61.58708599,289.3516662,1,0.2406888999,1.076517157,0,0,1
1302,29.46973958,36.63924946,5.038840929,4.425524925,39.57494262,256.8509534,78.22922544,5.916707169,9.831100411,128,128,63.88192348,750.2046005,2,0.2116277863,1.55692026,4,1,1
1305,21.8774779,8.595616546,9.892937191,0.04100354714,27.05096834,223.2237216,54.98970269,6.1524567,7.65816742,192,32,64.34149,699.1525125,7,0.4007983023,2.472994035,4,1,1
763,27.85358548,43.20347402,4.677381663,3.207304262,80.78982724,200.7042416,47.69668506,1.464257885,9.847216201,256,128,18.7425135,165.9960208,7,1.963825113,4.295327094,3,0,1
124,26.53258633,44.79121035,0.8358823585,0.3411884155,88.48309013,737.3869487,59.4654479,0.5213342305,1.578731107,128,16,25.33698644,694.049267,2,0.8329956237,0.5995757025,1,0,1
1303,18.15994656,67.1984176,9.775953702,1.362971432,11.60117545,887.6217518,68.95035027,0.9577705575,9.927084213,192,32,60.44328036,937.5174006,1,1.848211611,3.923664501,4,1,1
